gene	oe_lof_upper	interaction
B4GALT5	0.151	cis_inter
B4GALT6	0.371	trans-intra
B4GALT7	1.11	cis_intra
B9D1	0.952	trans-intra
BAALC	1.549	cis_intra
BABAM1	0.324	cis
BACE1	0.374	cis
BACE2	0.689	cis_inter
BACH1	0.432	cis_inter_intra
BACH2	0.233	inter_intra
BAG2	1.151	cis_inter
BAG3	0.447	cis
BAG4	0.747	cis
BAG5	1.159	cis
BAG6	0.174	cis_inter
BAHD1	0.3	cis_intra
BAIAP2	0.429	cis_inter_intra
BAIAP2L1	0.649	cis_intra
BAIAP2L2	1.097	cis_inter_intra
BAIAP3	1.035	cis
BAK1	1.369	cis
BAMBI	1.241	cis_intra
BANF1	0.872	cis
BANK1	0.829	inter_intra
BANP	0.273	cis_inter_intra
BARD1	1.358	cis_intra
BASP1	0.774	cis_inter_intra
BATF	0.473	cis
BATF2	1.068	cis
BATF3	1.27	cis
BAX	0.751	cis
BAZ1A	0.176	inter_intra
BAZ1B	0.109	inter_intra
BAZ2A	0.146	trans-intra
BAZ2B	0.288	cis_inter_intra
BBC3	1.589	cis
BBIP1	1.571	cis
BBS1	0.981	cis
BBS10	1.357	cis
BBS12	0.963	trans-intra
BBS2	1.066	cis
BBS4	1.184	cis
BBS7	0.735	cis_intra
BBS9	0.842	cis_inter_intra
BBX	0.37	cis_inter_intra
BCAM	0.835	trans-intra
BCAP31	0.65	cis
BCAR1	0.246	cis
BCAR3	0.383	inter_intra
BCAS1	0.86	inter_intra
BCAS2	1.329	cis
BCAS3	0.467	cis_inter_intra
BCAS4	1.557	cis_intra
BCAT1	1.022	cis_intra
BCAT2	1.22	cis
BCCIP	0.784	trans-intra
BCDIN3D	1.321	cis
BCKDHA	1.032	cis
BCKDHB	1.103	cis_inter_intra
BCKDK	0.867	cis
BCL10	0.731	cis
BCL11A	0.322	trans-intra
BCL11B	0.282	inter_intra
BCL2	0.712	inter_intra
BCL2L1	0.341	trans-intra
BCL2L11	0.42	trans-intra
BCL2L13	0.803	cis_inter_intra
BCL2L15	1.097	cis
BCL3	0.221	cis
BCL7A	0.725	cis
BCL7B	0.714	cis
BCL7C	0.723	cis_inter_intra
BCL9	0.381	trans-inter
BCL9L	0.242	cis_inter
BCO2	1.277	cis_intra
BCOR	0.141	cis_inter
BCORL1	0.152	cis
BCR	0.296	cis_inter_intra
BDH1	1.39	cis_inter_intra
BDH2	1.375	cis_intra
BDP1	0.596	cis_intra
BEAN1	1.677	cis_intra
BECN1	0.347	cis
BEGAIN	0.32	cis
BEND2	0.544	cis_intra
BEND3	0.347	cis_intra
BEND4	0.292	cis_intra
BEND5	0.658	trans-intra
BEND7	0.7	cis_inter
BEST1	1.489	cis
BET1	1.602	trans-intra
BET1L	1.55	cis
BEX1	1.216	cis
BEX2	1.271	cis
BEX4	0.821	cis_intra
BEX5	1.943	cis
BFAR	0.993	cis_intra
BFSP1	1.119	cis_intra
BFSP2	1.038	trans-inter
BGLAP	1.954	cis
BICD1	0.571	cis_inter_intra
BICD2	0.305	cis
BIK	1.914	cis
BIN1	0.368	cis
BIN2	0.973	cis_intra
BIN3	1.597	cis_inter
BIRC2	0.435	cis
BIRC3	0.519	cis
BIRC5	1.043	cis
BIRC6	0.104	trans-intra
BIRC7	1.342	cis
BIVM	0.672	cis
BLK	1.168	cis_intra
BLM	0.751	cis_inter_intra
BLMH	0.482	cis_intra
BLNK	0.391	trans-intra
BLOC1S1	0.963	cis
BLOC1S2	1.178	cis
BLOC1S3	1.913	cis
BLOC1S5	1.808	cis_intra
BLOC1S6	1.688	trans-intra
BLVRA	0.922	cis_intra
BLVRB	1.758	cis
BLZF1	1.007	cis
BMP1	0.456	cis
BMP2	0.224	cis_intra
BMP2K	0.381	cis_inter_intra
BMP6	0.411	cis_inter_intra
BMP8A	1.348	cis
BMP8B	1.269	cis
BMPR1A	0.355	cis_intra
BMPR2	0.191	cis_intra
BMS1	0.448	cis_intra
BNC2	0.34	cis_inter_intra
BNIP1	1.245	cis
BNIP2	0.852	cis_intra
BNIP3	1.462	cis
BNIP3L	0.757	cis_intra
BNIPL	1.203	cis
BOD1L1	0.254	cis
BOK	1.017	cis
BOLA1	1.777	cis
BORA	0.701	cis
BPHL	1.349	cis
BPI	1.252	cis_inter
BPTF	0.099	cis_inter_intra
BRAF	0.209	inter_intra
BRAT1	0.995	cis
BRCA1	0.915	cis_intra
BRCA2	0.635	cis_intra
BRCC3	0.813	cis
BRD1	0.245	cis_intra
BRD2	0.219	cis_intra
BRD3	0.316	cis
BRD4	0.048	cis_inter_intra
BRD7	0.258	cis
BRD8	0.516	trans-intra
BRD9	0.522	cis
BRE	0.468	inter_intra
BRF1	0.602	cis_inter
BRI3	1.814	cis_intra
BRI3BP	0.994	cis
BRICD5	1.95	cis
BRIP1	0.786	trans-intra
BRK1	0.785	cis
BRMS1L	0.576	trans-intra
BROX	1.058	cis
BRPF1	0.176	cis
BRPF3	0.177	trans-intra
BRSK1	0.205	cis_intra
BRSK2	0.329	cis
BRWD1	0.222	cis_inter_intra
BRWD3	0.084	cis_intra
BSCL2	1.008	cis
BSDC1	0.584	cis
BSG	0.964	cis
BSN	0.175	trans-intra
BSND	1.78	cis
BSPRY	1.201	cis
BST1	1.358	cis_intra
BST2	1.409	cis
BTAF1	0.128	trans-intra
BTBD1	0.788	trans-intra
BTBD10	0.612	cis
BTBD11	0.204	cis_inter_intra
BTBD17	0.783	cis
BTBD19	0.666	cis
BTBD2	0.388	cis_intra
BTBD3	0.569	cis_intra
BTBD6	1.063	cis
BTBD7	0.51	cis_intra
BTBD8	1.132	trans-inter
BTBD9	0.866	cis_inter_intra
BTD	1.304	cis_intra
BTF3	0.527	cis
BTG1	0.738	cis
BTG2	1.506	cis
BTK	0.103	cis_intra
BTLA	0.787	trans-inter
BTN2A1	1.829	cis_intra
BTN2A2	1.214	cis_intra
BTN3A1	1.193	cis_intra
BTN3A2	1.415	cis_intra
BTN3A3	1.667	cis
BTNL3	0.847	cis
BTNL8	1.044	cis
BTNL9	1.349	cis
BTRC	0.456	inter_intra
BUB1B	0.58	cis
BUD13	0.774	cis
BYSL	0.806	cis
BZW1	0.347	cis
BZW2	0.532	cis_intra
C10orf105	1.906	cis
C10orf11	1.198	cis_inter_intra
C10orf128	1.435	cis_intra
C10orf55	1.936	trans-intra
C10orf76	0.573	cis_inter
C10orf88	0.721	cis
C10orf91	1.835	cis
C11orf21	1.078	cis
C11orf24	1.756	cis
C11orf49	1.285	inter_intra
C11orf54	1.518	cis
C11orf57	0.614	trans-intra
C11orf58	0.739	inter_intra
C11orf63	0.92	cis_intra
C11orf65	1.75	cis_inter_intra
C11orf71	1.502	trans-intra
C11orf74	1.655	cis
C11orf80	0.962	cis_intra
C11orf84	0.21	cis
C12orf4	0.67	trans-intra
C12orf42	1.856	inter_intra
C12orf43	1.41	cis
C12orf45	1.224	trans-intra
C12orf49	1.028	cis
C12orf57	1.863	cis
C12orf60	1.685	cis_inter_intra
C12orf65	0.907	cis
C12orf66	0.548	cis_intra
C12orf73	1.879	cis
C12orf75	0.904	cis_intra
C12orf76	1.906	trans-intra
C14orf1	0.853	cis
C14orf119	1.415	cis
C14orf132	NA	cis
C14orf159	1.548	cis_intra
C14orf166	0.59	cis
C14orf2	0.553	cis
C14orf79	1.727	cis
C14orf93	0.646	cis_intra
C15orf39	0.575	cis
C15orf40	0.956	cis
C15orf41	1.055	cis_inter_intra
C15orf48	1.856	cis
C15orf53	1.923	cis
C15orf57	0.685	cis
C15orf62	1.229	trans-inter
C15orf65	1.29	cis
C16orf45	0.782	cis_inter_intra
C16orf46	1.627	cis_intra
C16orf52	0.823	cis_inter_intra
C16orf54	1.006	trans-intra
C16orf62	0.573	cis_inter_intra
C16orf70	0.308	cis_inter_intra
C16orf74	1.387	cis_inter_intra
C16orf86	1.043	cis
C16orf89	1.702	trans-intra
C16orf95	1.805	cis_inter_intra
C16orf96	1.076	trans-inter
C17orf100	1.795	cis_intra
C17orf107	1.495	cis
C17orf51	1.196	cis_intra
C17orf62	1.312	cis
C17orf67	1.897	cis
C17orf75	0.483	cis
C17orf80	1.028	cis_intra
C17orf97	1.969	cis
C17orf99	0.791	cis_intra
C18orf25	0.394	cis_intra
C18orf32	1.534	cis
C18orf54	1.155	cis
C18orf8	0.297	cis
C19orf12	1.057	cis
C19orf18	1.595	cis
C19orf24	1.954	cis
C19orf33	0.746	cis
C19orf35	1.775	cis
C19orf44	1.111	cis_intra
C19orf45	1.776	cis
C19orf47	0.611	cis
C19orf48	NA	cis
C19orf53	1.611	cis
C19orf54	1.199	cis
C19orf57	0.775	cis
C19orf60	1.443	cis
C19orf66	0.641	cis
C19orf68	0.325	trans-intra
C19orf70	1.63	cis
C19orf71	1.86	cis
C19orf84	1.82	cis
C1GALT1	0.466	cis_intra
C1GALT1C1	0.478	cis
C1orf100	1.537	cis
C1orf101	0.774	cis_intra
C1orf106	0.733	cis
C1orf109	1.396	cis
C1orf112	0.73	cis_inter_intra
C1orf115	1.753	cis
C1orf116	0.729	cis
C1orf122	1.756	cis
C1orf123	1.426	cis
C1orf145	1.847	cis
C1orf147	1.921	cis
C1orf159	1.302	cis
C1orf162	1.82	cis
C1orf174	1.405	cis
C1orf186	1.609	cis
C1orf194	1.765	cis
C1orf198	1.016	trans-intra
C1orf204	1.832	cis
C1orf21	0.414	cis_inter_intra
C1orf216	1.481	cis
C1orf220	1.394	cis
C1orf226	0.337	cis
C1orf228	0.88	cis_inter_intra
C1orf27	0.949	trans-intra
C1orf50	0.944	cis
C1orf53	1.855	cis
C1orf61	1.853	trans-intra
C1orf74	1.098	cis
C1QA	1.153	cis
C1QB	1.044	cis
C1QBP	1.467	cis
C1QL3	0.763	cis
C1QTNF1	1.093	trans-intra
C1QTNF3	1.28	cis
C1QTNF4	0.991	cis
C1QTNF6	1.623	cis_inter
C1R	0.39	cis
C1RL	1.156	cis
C1S	0.596	inter_intra
C2	1.027	cis_inter_intra
C20orf194	0.6	cis_intra
C20orf196	1.007	cis_inter_intra
C20orf197	1.644	cis_intra
C20orf202	1.809	cis
C20orf27	1.293	cis_intra
C20orf96	1.367	cis
C21orf2	1.396	cis
C21orf58	1.695	cis
C21orf91	0.957	cis
C22orf15	1.245	cis
C22orf24	1.734	cis_intra
C22orf29	NA	cis
C22orf34	1.704	cis_inter_intra
C22orf39	1.77	cis
C22orf46	1.758	trans-intra
C2CD2	0.679	cis_inter
C2CD2L	0.297	cis
C2CD3	0.644	inter_intra
C2CD5	0.705	cis_inter_intra
C2orf15	1.063	cis
C2orf27A	1.813	cis
C2orf40	1.423	cis
C2orf42	0.578	cis
C2orf49	1.062	cis
C2orf61	1.143	cis
C2orf69	0.805	cis_intra
C2orf74	1.109	cis
C2orf76	1.473	cis
C2orf82	1.016	trans-intra
C2orf88	1.939	cis_inter_intra
C3	0.305	cis_intra
C3AR1	1.585	cis
C3orf14	1.804	cis
C3orf18	1.694	cis_intra
C3orf20	1.144	cis_inter_intra
C3orf33	1.412	cis_intra
C3orf35	1.683	cis_intra
C3orf38	1.02	cis
C3orf52	1.795	cis
C4A	1.446	cis_intra
C4B	0.406	cis
C4BPA	0.43	cis_intra
C4orf19	1.887	cis_inter_intra
C4orf3	0.761	cis
C4orf32	0.852	cis
C4orf33	1.34	cis
C4orf36	1.901	cis_intra
C5	0.695	cis_intra
C5AR1	1.698	cis
C5orf22	0.769	cis
C5orf24	0.691	cis_intra
C5orf30	0.89	cis
C5orf34	1.075	cis
C5orf42	0.674	cis_intra
C5orf56	1.911	cis_intra
C5orf58	1.703	cis
C5orf63	1.905	cis_intra
C5orf66	1.749	cis_inter_intra
C6orf106	0.419	cis_inter_intra
C6orf120	NA	cis
C6orf136	0.346	cis
C6orf163	0.991	cis_intra
C6orf201	1.406	cis_inter_intra
C6orf222	1.318	cis_intra
C6orf223	1.757	cis
C6orf229	1.511	cis
C6orf47	0.984	cis
C6orf48	1.886	cis_inter_intra
C6orf52	1.659	trans-intra
C6orf62	0.24	cis
C6orf89	1.087	cis_inter_intra
C6orf99	1.806	trans-intra
C7orf25	0.588	cis
C7orf26	0.298	cis
C7orf31	1.016	cis_intra
C7orf34	1.868	cis
C7orf43	0.494	cis
C7orf49	1.305	cis_inter_intra
C7orf50	1.787	cis_inter_intra
C7orf71	1.817	cis
C7orf73	1.187	cis
C8B	1.334	cis_intra
C8G	1.929	cis
C8orf31	1.887	cis
C8orf33	1.837	cis
C8orf37	1.423	cis
C8orf4	1.796	trans-intra
C8orf46	0.795	cis_intra
C8orf58	1.055	cis
C8orf59	1.818	cis
C8orf76	1.611	cis
C8orf82	1.897	cis
C9orf139	1.945	cis
C9orf142	1.06	cis
C9orf152	1.051	cis
C9orf16	1.916	cis
C9orf163	NA	cis
C9orf3	0.939	cis_inter_intra
C9orf40	1.491	cis
C9orf43	1.055	cis
C9orf47	1.771	trans-intra
C9orf64	1.237	cis
C9orf72	0.928	cis_intra
C9orf78	1.004	cis
C9orf84	0.846	inter_intra
C9orf85	1.682	trans-intra
CA1	1.682	trans-intra
CA11	0.79	cis
CA13	1.163	cis_intra
CA2	1.373	cis
CA3	0.85	trans-intra
CA4	1.149	cis
CA6	0.917	cis_intra
CA8	0.67	cis
CAAP1	0.455	cis_intra
CAB39	0.633	cis
CAB39L	1.003	cis_inter_intra
CABIN1	0.586	cis_inter_intra
CABLES1	0.63	cis_inter_intra
CABLES2	0.842	cis
CABP1	0.396	cis
CABP5	1.092	cis
CABP7	0.765	cis
CABYR	1.129	cis_intra
CACFD1	1.235	cis
CACHD1	0.572	cis_intra
CACNA1A	0.134	cis_inter_intra
CACNA1D	0.214	cis_inter_intra
CACNA1E	0.124	cis_inter_intra
CACNA1F	0.448	cis
CACNA1H	0.504	cis_inter_intra
CACNA1I	0.202	cis_inter_intra
CACNA2D2	0.229	trans-inter
CACNA2D3	0.337	inter_intra
CACNA2D4	1.011	cis_inter_intra
CACNB1	0.376	cis_intra
CACNB2	0.692	cis_inter_intra
CACNB3	0.644	cis
CACNB4	0.491	cis_intra
CACNG6	1.69	trans-intra
CACNG8	0.289	cis_intra
CACTIN	0.136	cis
CACUL1	0.33	cis_intra
CACYBP	0.38	cis_intra
CADM1	0.436	cis_inter_intra
CADM3	0.355	trans-intra
CADM4	0.169	cis
CALB1	0.511	trans-intra
CALB2	1.02	cis_intra
CALCOCO2	0.65	cis_intra
CALCRL	0.298	cis_intra
CALD1	0.258	inter_intra
CALHM2	1.638	cis
CALM1	0.327	cis
CALM3	0.357	cis
CALML4	1.547	cis
CALML6	1.757	cis
CALR	0.38	cis_intra
CALU	0.711	cis
CAMK1	0.818	cis
CAMK1D	0.228	cis_inter_intra
CAMK2A	0.251	trans-intra
CAMK2B	0.364	cis_intra
CAMK2D	0.539	cis_inter_intra
CAMK2G	0.241	trans-intra
CAMK4	0.474	cis_inter_intra
CAMKK1	0.634	cis_inter_intra
CAMKK2	0.47	cis
CAMKMT	1.523	inter_intra
CAMLG	1.019	cis
CAMSAP1	0.239	cis_inter_intra
CAMSAP2	0.203	cis_intra
CAMSAP3	0.154	cis_intra
CAMTA1	0.172	cis_inter_intra
CAMTA2	0.262	cis_intra
CAND2	0.939	cis_intra
CANT1	1.309	cis
CANX	0.359	trans-intra
CAP1	0.547	cis
CAP2	0.407	inter_intra
CAPG	1.457	cis
CAPN1	0.706	cis
CAPN10	0.999	cis
CAPN11	1.151	cis
CAPN12	1.52	cis
CAPN13	1.126	trans-intra
CAPN15	0.316	cis
CAPN2	1.072	cis
CAPN3	0.965	cis
CAPN5	0.782	cis
CAPN8	1.019	cis_intra
CAPNS1	1.113	cis_intra
CAPRIN1	0.311	cis_inter_intra
CAPRIN2	0.381	cis_inter_intra
CAPS	1.793	cis
CAPS2	1.297	cis_intra
CAPZA1	0.362	cis
CAPZA2	0.161	cis_intra
CAPZB	0.379	inter_intra
CARD11	0.227	cis_intra
CARD14	0.995	cis_intra
CARD16	0.973	cis
CARD17	1.833	cis
CARD8	0.878	cis_intra
CARD9	1.126	cis
CARF	0.703	cis_inter
CARHSP1	1.867	cis
CARM1	0.099	cis_intra
CARS	0.494	cis_intra
CARS2	0.84	cis_intra
CASC1	0.957	cis_intra
CASC3	0.379	cis_inter_intra
CASC4	0.742	cis_inter_intra
CASD1	0.435	trans-intra
CASK	0.073	cis_intra
CASKIN2	0.232	cis
CASP1	0.924	cis_intra
CASP2	0.658	cis
CASP3	0.686	cis
CASP4	1.169	cis_intra
CASP5	1.55	cis
CASP7	0.873	cis_intra
CASP8	0.811	cis
CASP9	0.974	cis_intra
CASQ1	1.576	cis_intra
CASQ2	1.375	trans-intra
CASS4	0.446	cis_intra
CAST	0.782	cis_inter_intra
CASZ1	0.152	trans-intra
CAT	1.054	cis
CATSPER2	1.224	cis
CATSPERB	0.867	cis_inter_intra
CATSPERG	0.857	cis_intra
CAV1	1.31	trans-intra
CAV2	1.343	cis_inter_intra
CBFA2T2	0.263	cis_inter_intra
CBFA2T3	0.5	cis_inter_intra
CBFB	0.33	cis_intra
CBL	0.503	cis_inter_intra
CBLB	0.266	cis_inter
CBLN3	1.287	cis
CBR1	1.533	cis
CBR3	1.804	cis
CBR4	1.696	cis_inter_intra
CBWD1	1.197	cis
CBWD2	0.819	cis
CBX1	0.26	cis
CBX4	0.285	cis
CBX6	0.262	cis
CBX7	0.505	cis
CC2D1A	0.42	cis
CC2D1B	0.917	cis
CC2D2A	0.781	cis_inter
CC2D2B	0.966	cis
CCAR2	0.323	cis
CCDC102A	0.846	cis
CCDC102B	1.294	cis_inter_intra
CCDC106	0.939	cis
CCDC107	1.718	cis
CCDC112	0.373	cis
CCDC114	0.962	cis
CCDC115	1.78	cis
CCDC116	1.24	cis
CCDC12	0.849	cis
CCDC122	1.247	cis
CCDC124	0.8	cis
CCDC125	1.027	cis_intra
CCDC126	1.176	cis_intra
CCDC127	1.071	cis
CCDC13	0.723	cis_intra
CCDC130	0.771	cis_intra
CCDC134	1.542	cis
CCDC136	0.722	cis_intra
CCDC137	1.313	cis_intra
CCDC138	0.913	trans-intra
CCDC14	0.973	inter_intra
CCDC146	1.072	cis_inter_intra
CCDC149	0.765	cis_intra
CCDC15	1.057	cis_intra
CCDC150	1.125	trans-intra
CCDC151	1.114	cis
CCDC152	1.324	cis
CCDC153	1.226	cis
CCDC154	1.151	cis
CCDC157	1.375	cis
CCDC159	0.897	cis
CCDC167	1.941	cis
CCDC17	1.405	cis
CCDC170	1.35	cis_inter_intra
CCDC174	0.863	cis
CCDC18	0.967	cis_intra
CCDC180	0.925	cis_intra
CCDC183	0.985	cis
CCDC22	0.123	cis
CCDC24	1.461	cis
CCDC25	0.764	cis
CCDC28A	1.647	cis
CCDC3	1.087	cis_inter_intra
CCDC30	0.928	cis_inter_intra
CCDC34	1.023	trans-intra
CCDC36	0.763	inter_intra
CCDC39	0.754	cis_inter_intra
CCDC40	0.845	cis_intra
CCDC42	1.066	cis_intra
CCDC47	0.875	cis_intra
CCDC50	0.744	cis_inter_intra
CCDC57	1.019	cis_inter_intra
CCDC58	1.137	cis_inter
CCDC59	1.699	trans-intra
CCDC6	0.43	cis_inter_intra
CCDC61	1.438	cis
CCDC62	1.083	cis_intra
CCDC66	1.215	cis_intra
CCDC69	1.283	cis
CCDC7	0.982	cis_inter_intra
CCDC71	0.755	cis
CCDC71L	1.092	cis
CCDC74A	1.863	cis
CCDC77	1.307	cis
CCDC78	1.788	cis
CCDC80	0.65	cis_intra
CCDC81	1.219	inter_intra
CCDC82	0.856	cis
CCDC84	1.272	cis
CCDC85C	0.473	inter_intra
CCDC88A	0.13	cis_inter_intra
CCDC88B	0.528	cis
CCDC88C	0.454	inter_intra
CCDC9	0.733	cis_intra
CCDC91	0.809	cis_inter_intra
CCDC92	0.619	cis_intra
CCDC93	0.605	cis_intra
CCDC94	1.095	cis
CCDC97	1.468	cis
CCHCR1	0.852	cis_intra
CCIN	0.655	cis
CCL20	1.875	cis
CCL22	1.804	cis
CCL23	1.72	cis
CCL24	1.84	cis
CCL28	1.654	cis
CCL3L3	1.863	cis
CCL4	1.372	cis
CCL4L2	1.898	cis
CCL5	1.818	cis
CCM2	0.66	cis_intra
CCNA1	0.68	cis
CCNB1	0.549	trans-intra
CCNB1IP1	1.126	cis
CCNB2	1.177	cis_intra
CCNB3	0.361	trans-intra
CCNC	0.146	cis
CCND2	0.229	cis_intra
CCND3	0.24	cis_intra
CCNE1	0.32	cis
CCNG2	0.756	cis_inter_intra
CCNH	0.809	cis
CCNJL	1.325	cis_inter_intra
CCNL1	0.264	cis
CCNT1	0.498	cis
CCNT2	0.346	cis
CCNY	0.417	cis_inter_intra
CCNYL1	0.494	cis_intra
CCP110	0.454	cis
CCPG1	0.564	trans-intra
CCR1	0.685	cis
CCR2	0.976	cis
CCR3	1.365	cis_inter_intra
CCR5	1.93	cis
CCR6	1.043	cis
CCR9	1.127	cis_intra
CCRL2	1.777	cis
CCS	1.373	cis_intra
CCSAP	0.849	cis
CCSER1	0.55	inter_intra
CCSER2	0.384	cis_inter_intra
CCT2	0.226	trans-intra
CCT3	0.097	cis
CCT4	0.218	cis
CCT5	0.188	cis
CCT6A	0.255	cis
CCT6B	1.123	cis_intra
CCT7	0.301	cis
CCT8	0.328	cis
CCZ1	0.922	cis
CCZ1B	1.293	cis
CD101	0.85	cis
CD109	1.189	cis_intra
CD14	1.592	cis
CD151	1.086	cis
CD163	0.443	cis
CD163L1	0.862	cis_inter_intra
CD164	0.613	cis
CD180	0.992	cis
CD1A	1.946	cis
CD1B	1.338	cis
CD1C	1.233	cis
CD1E	1.729	cis
CD2	0.624	trans-intra
CD200	0.56	trans-intra
CD200R1	1.366	cis
CD207	1.292	cis_intra
CD209	1.375	cis
CD22	0.349	cis_intra
CD226	0.698	cis_inter_intra
CD244	0.577	cis_intra
CD247	0.824	cis_intra
CD27	0.92	cis
CD274	0.801	cis
CD276	1.149	trans-inter
CD28	0.711	cis
CD2AP	0.413	cis_intra
CD300A	1.221	cis_intra
CD300C	1.571	cis
CD300E	0.973	cis
CD300LB	1.621	cis_inter
CD300LD	1.568	cis
CD300LF	1.441	cis
CD302	1.494	cis_intra
CD320	1.176	cis
CD33	1.319	cis_intra
CD36	1.995	cis_inter_intra
CD37	1.041	cis_intra
CD38	1.126	cis_intra
CD3E	0.923	cis
CD3EAP	1.831	cis
CD3G	1.219	cis
CD4	0.709	trans-intra
CD40	0.422	cis_intra
CD44	0.664	cis
CD46	0.896	trans-intra
CD47	0.373	cis
CD48	1.489	cis_intra
CD5	1.03	cis_inter
CD52	1.698	cis
CD55	1.273	cis
CD58	0.653	cis_intra
CD59	1.004	cis
CD5L	1.666	cis_intra
CD6	0.656	cis
CD63	0.817	cis
CD7	1.073	cis
CD70	1.746	cis
CD72	0.596	cis
CD81	0.381	cis
CD82	1.255	cis
CD83	1.07	cis_intra
CD84	1.317	cis_intra
CD86	0.345	cis_intra
CD8A	1.495	cis_intra
CD8B	1.425	cis_intra
CD9	0.86	cis
CD93	1.235	cis
CD96	0.97	cis_inter_intra
CD99	0.965	cis_intra
CD99L2	1.037	cis
CDA	1.318	cis_intra
CDADC1	1.1	cis
CDC123	0.811	cis
CDC14A	0.765	cis_intra
CDC14B	0.343	inter_intra
CDC16	0.379	cis
CDC25A	0.375	trans-intra
CDC25B	0.425	cis_inter
CDC25C	1.245	trans-intra
CDC26	0.85	cis
CDC27	0.273	inter_intra
CDC34	0.305	cis
CDC37	0.37	trans-intra
CDC37L1	0.326	cis
CDC40	0.31	cis_intra
CDC42	0.501	cis_intra
CDC42BPA	0.283	cis_inter_intra
CDC42BPB	0.12	cis_inter_intra
CDC42BPG	0.839	cis
CDC42EP1	1.729	cis
CDC42EP2	1.767	cis
CDC42EP3	0.957	trans-inter
CDC42EP4	0.901	cis
CDC42EP5	1.855	cis
CDC42SE2	0.618	cis_inter_intra
CDC5L	0.129	inter_intra
CDC7	0.797	cis
CDC73	0.188	trans-intra
CDCA2	1.04	trans-intra
CDCA3	0.504	trans-intra
CDCA4	1.383	cis
CDCA7L	0.675	cis_intra
CDCA8	0.683	cis
CDCP1	0.651	cis
CDH1	0.43	inter_intra
CDH13	0.594	cis_inter_intra
CDH2	0.29	cis_intra
CDH23	0.567	cis_inter_intra
CDH26	1.237	trans-intra
CDH4	0.364	cis_inter_intra
CDHR1	1.311	cis_intra
CDHR2	0.849	cis_intra
CDHR3	1.273	cis_inter_intra
CDHR5	1.277	cis
CDIP1	0.449	cis_inter_intra
CDIPT	0.794	cis
CDK10	1.453	cis
CDK11A	1.291	cis
CDK11B	0.678	cis
CDK12	0.126	cis_inter_intra
CDK13	0.324	cis_intra
CDK14	0.95	cis_inter_intra
CDK17	0.222	cis_intra
CDK19	0.163	cis_inter_intra
CDK2AP1	0.857	cis_inter
CDK3	1.259	cis
CDK4	0.642	cis
CDK5R1	0.378	cis
CDK5RAP1	1.356	cis_intra
CDK5RAP2	0.663	inter_intra
CDK5RAP3	1.081	cis
CDK6	0.282	trans-intra
CDK7	1.021	cis_inter
CDK9	0.954	cis
CDKAL1	0.52	cis_inter_intra
CDKL1	1.086	cis
CDKL3	1.148	trans-intra
CDKL5	0.226	inter_intra
CDKN1A	1.375	cis_inter
CDKN2A	0.949	cis
CDKN2AIPNL	1.062	cis
CDKN2B	1.833	cis
CDKN2D	1.394	cis_intra
CDKN3	0.833	cis
CDNF	1.791	cis
CDO1	0.927	cis
CDPF1	1.929	cis
CDR2	1.026	cis_intra
CDR2L	0.832	inter_intra
CDRT4	1.884	cis_intra
CDS1	0.653	trans-intra
CDS2	0.862	cis_inter_intra
CDT1	1.215	cis
CDV3	0.517	cis
CDYL	0.236	cis_intra
CDYL2	0.6	cis_inter_intra
CEACAM1	0.709	cis_intra
CEACAM19	1.576	cis_intra
CEACAM21	1.696	cis_intra
CEACAM3	1.52	cis
CEACAM4	1.417	cis
CEACAM5	0.989	trans-intra
CEACAM6	1.217	cis
CEACAM7	1.527	cis_intra
CEACAM8	1.206	trans-intra
CEBPA	1.177	cis
CEBPB	1.025	cis
CECR1	1.07	cis
CECR6	0.575	cis
CELA1	0.98	cis
CELA2A	1.83	trans-intra
CELA2B	1.112	cis
CELF1	0.171	cis_intra
CELF2	0.174	inter_intra
CELF6	0.645	cis_inter
CELSR1	0.25	cis_inter_intra
CELSR2	0.251	cis
CELSR3	0.245	trans-intra
CEND1	1.029	cis
CENPB	0.181	cis
CENPBD1	1.897	cis
CENPC	0.547	cis_inter_intra
CENPE	0.308	inter_intra
CENPF	0.733	trans-intra
CENPH	1.139	trans-intra
CENPI	0.169	trans-inter
CENPJ	0.972	trans-intra
CENPK	1.542	cis
CENPM	1.104	cis
CENPN	0.646	cis
CENPO	1.296	trans-inter
CENPP	0.677	cis_inter_intra
CENPQ	1.349	cis_inter_intra
CENPT	0.775	trans-inter
CENPU	0.982	cis
CENPV	0.736	cis
CENPW	0.929	cis
CEP104	0.743	cis_intra
CEP120	0.795	trans-intra
CEP128	0.839	cis_inter_intra
CEP152	0.824	cis_intra
CEP164	0.837	cis_intra
CEP170	0.192	cis_intra
CEP170B	0.277	cis_intra
CEP19	1.09	cis
CEP192	0.602	cis_intra
CEP250	0.647	trans-inter
CEP290	0.985	trans-intra
CEP350	0.184	trans-intra
CEP41	0.922	cis_intra
CEP55	1.08	cis
CEP57	0.481	cis
CEP57L1	0.94	trans-intra
CEP63	1.262	cis_intra
CEP68	0.442	cis
CEP70	0.995	trans-intra
CEP72	1.353	cis
CEP76	0.758	cis
CEP78	1.018	cis_intra
CEP85	0.53	cis_inter
CEP85L	0.707	cis_inter_intra
CEP89	1.223	cis_inter
CEP95	0.99	cis_inter_intra
CEP97	0.812	cis
CEPT1	0.244	cis_intra
CERCAM	0.819	cis
